Time (s): 0
240	N: 1. 
2	P: 1. 
Time (s): 10
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 20
2	P: 1. 
240	N: 1. 
Time (s): 30
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 40
2	P: 1. 
240	N: 1. 
Time (s): 50
2	P: 1. 
240	N: 1. 
Time (s): 60
2	P: 1. 
240	N: 1. 
Time (s): 70
2	P: 1. 
240	N: 1. 
Time (s): 80
2	P: 1. 
240	N: 1. 
Time (s): 90
2	P: 1. N: 1. 
238	N: 1. 
Time (s): 100
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 110
2	P: 1. 
240	N: 1. 
Time (s): 120
2	P: 1. 
240	N: 1. 
Time (s): 130
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 140
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 150
2	P: 1. 
240	N: 1. 
Time (s): 160
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 170
2	P: 1. 
240	N: 1. 
Time (s): 180
2	P: 1. 
240	N: 1. 
Time (s): 190
2	P: 1. 
240	N: 1. 
Time (s): 200
2	P: 1. 
240	N: 1. 
Time (s): 210
2	P: 1. 
240	N: 1. 
Time (s): 220
2	P: 1. 
240	N: 1. 
Time (s): 230
2	P: 1. 
240	N: 1. 
Time (s): 240
2	P: 1. 
240	N: 1. 
Time (s): 250
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 260
2	P: 1. 
240	N: 1. 
Time (s): 270
2	P: 1. 
240	N: 1. 
Time (s): 280
2	P: 1. 
240	N: 1. 
Time (s): 290
2	P: 1. 
240	N: 1. 
Time (s): 300
2	P: 1. 
240	N: 1. 
Time (s): 310
2	P: 1. 
240	N: 1. 
Time (s): 320
2	P: 1. 
240	N: 1. 
Time (s): 330
2	P: 1. 
240	N: 1. 
Time (s): 340
2	P: 1. 
240	N: 1. 
Time (s): 350
2	P: 1. 
240	N: 1. 
Time (s): 360
2	P: 1. 
240	N: 1. 
Time (s): 370
2	P: 1. 
240	N: 1. 
Time (s): 380
2	P: 1. 
240	N: 1. 
Time (s): 390
2	P: 1. 
240	N: 1. 
Time (s): 400
2	P: 1. 
240	N: 1. 
Time (s): 410
2	P: 1. 
240	N: 1. 
Time (s): 420
2	P: 1. N: 1. 
238	N: 1. 
Time (s): 430
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 440
2	P: 1. 
240	N: 1. 
Time (s): 450
2	P: 1. 
240	N: 1. 
Time (s): 460
2	P: 1. 
240	N: 1. 
Time (s): 470
2	P: 1. 
240	N: 1. 
Time (s): 480
2	P: 1. 
240	N: 1. 
Time (s): 490
2	P: 1. 
240	N: 1. 
Time (s): 500
2	P: 1. 
240	N: 1. 
Time (s): 510
2	P: 1. 
240	N: 1. 
Time (s): 520
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 530
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 540
239	N: 1. 
1	P: 1. 
1	P: 1. N: 1. 
Time (s): 550
2	P: 1. N: 1. 
238	N: 1. 
