Time (s): 0
600	N: 1. 
20	P: 1. 
Time (s): 1
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 2
600	N: 1. 
20	P: 1. 
Time (s): 3
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 4
600	N: 1. 
20	P: 1. 
Time (s): 5
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 6
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 7
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 8
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 9
600	N: 1. 
20	P: 1. 
Time (s): 10
600	N: 1. 
20	P: 1. 
Time (s): 11
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 12
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 13
5	P: 1. N: 1. 
15	P: 1. 
595	N: 1. 
Time (s): 14
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 15
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 16
600	N: 1. 
20	P: 1. 
Time (s): 17
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 18
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 19
5	P: 1. N: 1. 
15	P: 1. 
595	N: 1. 
Time (s): 20
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 21
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 22
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 23
600	N: 1. 
20	P: 1. 
Time (s): 24
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 25
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 26
600	N: 1. 
20	P: 1. 
Time (s): 27
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 28
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 29
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 30
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 31
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 32
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 33
600	N: 1. 
20	P: 1. 
Time (s): 34
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 35
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 36
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 37
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 38
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 39
600	N: 1. 
20	P: 1. 
Time (s): 40
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 41
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 42
2	P: 1. N: 1. 
16	P: 1. 
1	P: 2. N: 2. 
596	N: 1. 
Time (s): 43
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 44
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 45
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 46
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 47
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 48
600	N: 1. 
20	P: 1. 
Time (s): 49
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 50
4	P: 1. N: 1. 
16	P: 1. 
596	N: 1. 
Time (s): 51
600	N: 1. 
20	P: 1. 
Time (s): 52
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 53
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 54
2	P: 1. N: 1. 
18	P: 1. 
598	N: 1. 
Time (s): 55
