Time (s): 0
600	N: 1. 
20	P: 1. 
Time (s): 1
600	N: 1. 
20	P: 1. 
Time (s): 2
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 3
600	N: 1. 
20	P: 1. 
Time (s): 4
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 5
1	P: 1. N: 1. 
19	P: 1. 
599	N: 1. 
Time (s): 6
3	P: 1. N: 1. 
17	P: 1. 
597	N: 1. 
Time (s): 7
597	N: 1. 
3	P: 1. N: 1. 
17	P: 1. 
Time (s): 8
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 9
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 10
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 11
20	P: 1. 
600	N: 1. 
Time (s): 12
20	P: 1. 
600	N: 1. 
Time (s): 13
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 14
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 15
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 16
20	P: 1. 
600	N: 1. 
Time (s): 17
20	P: 1. 
600	N: 1. 
Time (s): 18
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 19
20	P: 1. 
600	N: 1. 
Time (s): 20
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 21
597	N: 1. 
3	P: 1. N: 1. 
17	P: 1. 
Time (s): 22
598	N: 1. 
2	P: 1. N: 1. 
18	P: 1. 
Time (s): 23
597	N: 1. 
3	P: 1. N: 1. 
17	P: 1. 
Time (s): 24
598	N: 1. 
2	P: 1. N: 1. 
18	P: 1. 
Time (s): 25
596	N: 1. 
4	P: 1. N: 1. 
16	P: 1. 
Time (s): 26
20	P: 1. 
600	N: 1. 
Time (s): 27
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 28
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 29
597	N: 1. 
3	P: 1. N: 1. 
17	P: 1. 
Time (s): 30
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 31
20	P: 1. 
600	N: 1. 
Time (s): 32
598	N: 1. 
2	P: 1. N: 1. 
18	P: 1. 
Time (s): 33
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 34
20	P: 1. 
600	N: 1. 
Time (s): 35
598	N: 1. 
2	P: 1. N: 1. 
18	P: 1. 
Time (s): 36
20	P: 1. 
600	N: 1. 
Time (s): 37
597	N: 1. 
3	P: 1. N: 1. 
17	P: 1. 
Time (s): 38
595	N: 1. 
5	P: 1. N: 1. 
15	P: 1. 
Time (s): 39
598	N: 1. 
2	P: 1. N: 1. 
18	P: 1. 
Time (s): 40
597	N: 1. 
3	P: 1. N: 1. 
17	P: 1. 
Time (s): 41
20	P: 1. 
600	N: 1. 
Time (s): 42
598	N: 1. 
2	P: 1. N: 1. 
18	P: 1. 
Time (s): 43
596	N: 1. 
4	P: 1. N: 1. 
16	P: 1. 
Time (s): 44
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 45
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 46
597	N: 1. 
3	P: 1. N: 1. 
17	P: 1. 
Time (s): 47
596	N: 1. 
4	P: 1. N: 1. 
16	P: 1. 
Time (s): 48
598	N: 1. 
2	P: 1. N: 1. 
18	P: 1. 
Time (s): 49
596	N: 1. 
4	P: 1. N: 1. 
16	P: 1. 
Time (s): 50
598	N: 1. 
2	P: 1. N: 1. 
18	P: 1. 
Time (s): 51
20	P: 1. 
600	N: 1. 
Time (s): 52
598	N: 1. 
2	P: 1. N: 1. 
18	P: 1. 
Time (s): 53
597	N: 1. 
3	P: 1. N: 1. 
17	P: 1. 
Time (s): 54
598	N: 1. 
2	P: 1. N: 1. 
18	P: 1. 
Time (s): 55
599	N: 1. 
1	P: 1. N: 1. 
19	P: 1. 
Time (s): 56
597	N: 1. 
